,GAME_ID,DATE,TEAM_ABBREVIATION,WINS,LOSSES,PTS,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,LOC,MEAN_PTS,MEAN_PTS_QTR1,MEAN_PTS_QTR2,MEAN_PTS_QTR3,MEAN_PTS_QTR4,MEAN_FG_PCT,MEAN_FT_PCT,MEAN_FG3_PCT,MEAN_AST,MEAN_REB,MEAN_TOV,MEAN_PTS_H,MEAN_FG_PCT_H,MEAN_FT_PCT_H,MEAN_FG3_PCT_H,MEAN_AST_H,MEAN_REB_H,MEAN_TOV_H,OPP_TEAM_ABBREVIATION,OPP_TEAM_WINS,OPP_TEAM_LOSSES,OPP_PTS,OPP_TEAM_MEAN_PTS,OPP_TEAM_MEAN_PTS_QTR1,OPP_TEAM_MEAN_PTS_QTR2,OPP_TEAM_MEAN_PTS_QTR3,OPP_TEAM_MEAN_PTS_QTR4,OPP_TEAM_MEAN_FG_PCT,OPP_TEAM_MEAN_FT_PCT,OPP_TEAM_MEAN_FG3_PCT,OPP_TEAM_MEAN_AST,OPP_TEAM_MEAN_REB,OPP_TEAM_MEAN_TOV,MEAN_PTS_A,MEAN_FG_PCT_A,MEAN_FT_PCT_A,MEAN_FG3_PCT_A,MEAN_AST_A,MEAN_REB_A,MEAN_TOV_A,W/L 1/0,LAST_2_MH,LAST_3_MH,LAST_5_MH,LAST_2_MA,LAST_3_MA,LAST_5_MA
371,6762,2019-12-14,ATL,6,20,100,22,26,35,17,41.5,69.6,21.4,24,50,15,1,108.79166666666667,25.375,27.958333333333332,27.541666666666668,27.083333333333332,45.65833333333334,74.80416666666666,32.150000000000006,24.166666666666668,42.833333333333336,16.791666666666668,106.91666666666667,46.34166666666667,71.27499999999999,31.25833333333334,23.166666666666668,44.666666666666664,17.416666666666668,IND,17,9,110,110.65384615384616,26.307692307692307,28.46153846153846,28.192307692307693,27.0,48.388461538461534,80.15,37.9923076923077,25.384615384615383,42.0,13.038461538461538,109.21428571428571,49.34285714285714,79.04285714285713,41.357142857142854,26.214285714285715,38.785714285714285,12.5,0,1.0,1.0,2.0,1.0,1.0,2.0
372,6763,2019-12-14,MIA,18,7,110,29,30,26,25,45.9,78.6,30.3,24,34,8,1,112.5,28.96153846153846,28.46153846153846,25.76923076923077,26.115384615384617,46.93846153846153,76.80384615384615,37.61538461538461,25.384615384615383,45.23076923076923,15.653846153846153,120.25,49.166666666666664,78.925,40.225,27.0,46.75,16.666666666666668,LAL,23,3,113,113.84,29.44,29.0,28.88,25.88,48.39999999999999,73.148,36.583999999999996,26.04,45.44,14.12,114.0625,48.29375,69.13125,37.7,24.9375,44.375,13.375,0,2.0,3.0,5.0,0.0,0.0,0.0
373,6764,2019-12-14,CHI,9,18,73,15,25,10,23,30.0,85.7,20.6,20,45,12,1,105.85185185185185,26.962962962962962,25.59259259259259,27.37037037037037,25.62962962962963,43.82592592592592,74.25555555555557,34.47037037037036,23.185185185185187,42.370370370370374,14.407407407407407,104.5,43.757142857142846,73.48571428571428,34.07857142857143,23.785714285714285,44.357142857142854,15.571428571428571,CHA,12,16,83,106.0,28.12,27.2,26.0,24.32,44.34,76.94,36.563999999999986,24.08,42.16,14.96,105.1,44.3,79.44,36.88,22.9,42.4,13.9,0,1.0,1.0,2.0,1.0,1.0,3.0
374,6765,2019-12-14,MEM,8,17,114,29,33,33,19,38.8,78.3,40.8,27,45,13,1,109.83333333333333,28.833333333333332,26.083333333333332,26.875,27.458333333333332,46.050000000000004,76.29583333333333,34.908333333333324,26.166666666666668,45.541666666666664,15.791666666666666,112.81818181818181,46.6,74.53636363636363,34.13636363636363,26.545454545454547,48.09090909090909,15.545454545454545,MIL,23,3,127,120.47826086956522,29.47826086956522,29.565217391304348,30.652173913043477,30.565217391304348,49.15652173913044,70.22173913043478,36.90434782608696,26.652173913043477,51.43478260869565,14.347826086956522,119.1,48.300000000000004,72.9,34.49,23.8,52.4,14.7,0,0.0,0.0,0.0,0.0,0.0,1.0
375,6766,2019-12-14,MIN,10,15,117,29,29,23,36,44.7,83.8,24.4,17,39,18,1,114.24,28.16,28.76,28.36,27.36,44.56799999999999,75.076,33.296,24.0,46.4,14.32,109.83333333333333,42.141666666666666,74.52499999999999,29.16666666666667,23.083333333333332,49.416666666666664,13.583333333333334,LAC,20,7,124,113.42307692307692,26.73076923076923,30.115384615384617,27.46153846153846,28.73076923076923,44.86538461538461,77.31153846153846,33.93076923076923,23.03846153846154,49.61538461538461,14.615384615384615,111.35714285714286,44.307142857142864,78.0,34.25,23.428571428571427,47.57142857142857,14.0,0,0.0,0.0,0.0,0.0,0.0,2.0
376,6767,2019-12-14,SAC,11,14,101,32,22,26,21,47.0,75.0,43.6,19,41,13,1,105.20833333333333,26.125,26.708333333333332,26.083333333333332,25.375,44.475,74.76250000000002,33.12916666666666,22.333333333333332,41.958333333333336,14.125,103.25,43.9875,75.11249999999998,31.137500000000003,20.375,43.25,15.125,NYK,6,20,103,100.0,24.083333333333332,25.625,25.041666666666668,24.75,42.06250000000001,67.3125,34.93333333333333,20.458333333333332,45.0,15.041666666666666,101.5,41.84166666666667,68.89166666666667,36.641666666666666,20.166666666666668,44.833333333333336,14.5,0,1.0,2.0,4.0,1.0,2.0,3.0
377,6768,2019-12-14,UTA,15,11,114,22,27,37,28,46.8,77.4,42.1,22,43,13,1,108.42307692307692,26.73076923076923,26.26923076923077,28.5,26.923076923076923,46.81153846153847,76.89230769230772,38.10769230769231,22.03846153846154,45.96153846153846,15.73076923076923,110.3076923076923,48.1923076923077,77.5153846153846,38.96923076923077,21.923076923076923,47.15384615384615,16.307692307692307,GSW,5,22,106,106.64,25.0,27.32,27.04,26.08,43.412,82.344,33.74400000000001,24.44,43.16,14.0,104.84615384615384,42.91538461538461,82.96923076923076,31.12307692307693,23.23076923076923,43.23076923076923,14.384615384615385,1,1.0,1.0,3.0,1.0,2.0,4.0
378,6769,2019-12-14,PHX,11,14,119,18,30,32,29,43.7,73.1,25.0,29,59,10,1,114.5,29.166666666666668,27.166666666666668,28.583333333333332,28.5,46.087500000000006,80.56249999999999,35.40416666666666,27.791666666666668,42.708333333333336,13.291666666666666,116.28571428571429,46.99285714285714,80.29285714285713,36.464285714285715,27.571428571428573,42.285714285714285,13.142857142857142,SAS,10,15,121,110.70833333333333,25.625,28.166666666666668,28.916666666666668,26.708333333333332,46.18333333333333,79.54583333333333,34.916666666666664,24.125,45.125,13.5,110.22222222222223,47.53333333333333,76.54444444444444,35.56666666666666,21.555555555555557,41.22222222222222,12.88888888888889,0,1.0,1.0,1.0,1.0,2.0,2.0
379,6770,2019-12-15,TOR,17,8,110,38,27,25,20,38.8,80.0,35.0,21,51,11,1,110.83333333333333,26.958333333333332,27.083333333333332,29.75,26.416666666666668,44.63750000000001,80.125,37.40833333333334,24.708333333333332,45.791666666666664,14.583333333333334,114.36363636363636,45.79090909090908,80.68181818181819,37.400000000000006,26.272727272727273,46.18181818181818,14.0,BKN,13,12,102,115.04347826086956,28.47826086956522,30.47826086956522,28.52173913043478,25.869565217391305,46.19130434782609,74.31739130434784,36.99999999999999,24.652173913043477,47.69565217391305,15.73913043478261,115.45454545454545,45.32727272727273,79.19999999999999,35.272727272727266,25.0,46.90909090909091,13.545454545454545,1,0.0,0.0,2.0,0.0,1.0,1.0
380,6771,2019-12-15,CHI,10,18,109,24,31,29,25,47.1,83.3,45.2,21,50,17,1,104.67857142857143,26.535714285714285,25.571428571428573,26.75,25.535714285714285,43.332142857142856,74.66428571428573,33.974999999999994,23.071428571428573,42.464285714285715,14.321428571428571,102.4,42.83999999999999,74.3,33.18,23.533333333333335,44.4,15.333333333333334,LAC,20,8,106,113.81481481481481,26.962962962962962,30.185185185185187,27.814814814814813,28.48148148148148,45.03333333333334,77.77037037037036,34.303703703703704,22.77777777777778,49.44444444444444,14.777777777777779,112.2,44.64666666666667,78.78,34.9,22.933333333333334,47.4,14.333333333333334,1,1.0,1.0,2.0,0.0,0.0,1.0
381,6772,2019-12-15,MEM,9,17,128,35,34,35,24,57.1,87.5,40.7,32,46,23,1,110.0,28.84,26.36,27.12,27.12,45.76,76.37599999999999,35.14399999999999,26.2,45.52,15.68,112.91666666666667,45.949999999999996,74.85,34.69166666666667,26.583333333333332,47.833333333333336,15.333333333333334,WAS,7,17,111,116.08695652173913,28.304347826086957,30.652173913043477,28.217391304347824,28.434782608695652,47.3913043478261,80.05217391304348,36.16521739130434,27.08695652173913,41.73913043478261,14.0,114.84615384615384,45.884615384615394,82.41538461538462,34.746153846153845,27.53846153846154,41.76923076923077,12.846153846153847,1,0.0,0.0,0.0,2.0,3.0,4.0
382,6773,2019-12-15,DAL,17,8,118,23,27,31,31,44.6,64.7,38.6,30,48,11,1,117.82608695652173,29.869565217391305,30.47826086956522,29.652173913043477,27.52173913043478,46.35217391304347,75.93478260869563,36.43913043478261,23.82608695652174,47.56521739130435,11.91304347826087,113.81818181818181,45.345454545454544,78.8,34.199999999999996,22.545454545454547,47.90909090909091,13.727272727272727,MIA,19,7,122,112.4074074074074,28.962962962962962,28.51851851851852,25.77777777777778,26.074074074074073,46.9,76.87037037037037,37.34444444444444,25.333333333333332,44.81481481481482,15.37037037037037,105.85714285714286,45.028571428571425,74.9857142857143,35.378571428571426,24.0,43.92857142857143,14.785714285714286,0,1.0,2.0,3.0,1.0,1.0,3.0
383,6774,2019-12-15,MIL,24,3,125,26,43,33,23,54.1,73.1,37.8,26,41,12,1,120.75,29.708333333333332,29.541666666666668,30.458333333333332,30.833333333333332,49.21666666666667,70.82916666666667,36.895833333333336,26.458333333333332,51.583333333333336,14.458333333333334,121.53846153846153,49.815384615384616,68.16153846153847,38.76153846153846,28.846153846153847,50.69230769230769,14.076923076923077,CLE,6,20,108,103.32,25.68,24.36,25.92,26.8,43.732000000000006,74.57200000000002,33.328,21.44,44.24,14.44,101.0,41.89,76.86,28.93,19.3,45.0,14.5,1,2.0,3.0,5.0,1.0,2.0,4.0
384,6775,2019-12-15,HOU,17,9,107,32,20,23,32,40.2,66.7,28.9,18,46,11,1,120.28,28.6,31.96,30.08,28.92,45.744,79.832,34.7,22.68,47.16,15.24,120.25,45.79999999999999,78.7,33.083333333333336,23.666666666666668,49.333333333333336,14.333333333333334,DET,11,15,115,109.32142857142857,28.857142857142858,27.142857142857142,25.964285714285715,27.178571428571427,46.61071428571429,73.225,38.91071428571429,24.107142857142858,43.07142857142857,14.714285714285714,105.25,44.85,72.50833333333334,36.275,23.916666666666668,42.75,15.75,0,1.0,2.0,3.0,0.0,1.0,3.0
385,6776,2019-12-15,DEN,16,8,110,27,25,30,28,50.6,73.9,25.9,30,44,15,1,105.68,26.24,26.0,26.32,25.92,44.408,76.416,33.528,25.52,45.96,13.12,107.91666666666667,46.10833333333334,73.17500000000001,31.608333333333334,26.666666666666668,46.333333333333336,12.25,OKC,11,14,102,109.875,27.0,28.125,27.625,26.416666666666668,47.508333333333326,78.56666666666668,38.09166666666666,21.791666666666668,42.625,13.125,105.66666666666667,45.741666666666674,79.46666666666667,36.73333333333333,19.75,43.0,12.166666666666666,1,1.0,2.0,4.0,1.0,1.0,2.0
386,6777,2019-12-15,NOP,6,21,119,30,27,27,35,53.4,50.0,44.2,34,40,17,1,113.08,29.08,27.52,28.28,27.72,45.23199999999999,73.844,35.964,24.76,43.84,15.72,112.5,45.19166666666666,72.50833333333334,35.78333333333334,25.5,43.833333333333336,15.416666666666666,ORL,12,14,130,101.88,25.44,26.0,25.08,25.36,43.28,75.392,33.46799999999999,22.2,44.6,13.04,102.81818181818181,42.77272727272727,78.22727272727272,32.82727272727273,21.181818181818183,43.63636363636363,12.909090909090908,0,0.0,0.0,0.0,1.0,1.0,2.0
387,6778,2019-12-15,IND,18,9,107,33,26,13,35,45.5,85.0,28.6,30,51,9,1,110.62962962962963,26.40740740740741,28.666666666666668,28.0,26.88888888888889,48.44814814814814,79.89629629629631,37.762962962962966,25.48148148148148,42.148148148148145,13.074074074074074,112.33333333333333,47.275000000000006,81.44166666666666,34.06666666666667,24.416666666666668,45.75,13.666666666666666,CHA,12,17,85,105.11538461538461,27.96153846153846,26.923076923076923,25.576923076923077,24.307692307692307,44.09615384615385,77.09615384615384,35.90384615384614,23.96153846153846,42.84615384615385,15.153846153846153,103.0909090909091,43.72727272727273,79.58181818181818,35.29090909090909,22.727272727272727,44.0,14.454545454545455,1,1.0,2.0,4.0,0.0,1.0,2.0
388,6779,2019-12-15,ATL,6,21,96,25,23,30,18,36.0,88.0,28.6,18,42,19,1,108.44,25.24,27.88,27.84,26.68,45.492000000000004,74.59599999999999,31.720000000000006,24.16,43.12,16.72,106.38461538461539,45.96923076923077,71.14615384615385,30.500000000000004,23.23076923076923,45.07692307692308,17.23076923076923,LAL,24,3,101,113.8076923076923,29.46153846153846,28.692307692307693,29.192307692307693,25.846153846153847,48.43846153846153,72.84230769230768,36.42307692307692,26.03846153846154,45.61538461538461,14.307692307692308,114.0,48.358823529411765,68.89999999999999,37.38823529411765,25.0,44.705882352941174,13.705882352941176,0,0.0,1.0,1.0,0.0,0.0,0.0
389,6780,2019-12-15,BKN,14,12,109,28,29,26,26,45.7,77.8,37.5,22,51,16,1,114.5,28.583333333333332,30.416666666666668,28.291666666666668,25.583333333333332,45.875,74.16250000000001,36.54583333333333,24.625,48.166666666666664,15.916666666666666,114.66666666666667,46.98333333333334,69.84166666666668,38.583333333333336,24.333333333333332,48.416666666666664,17.75,PHI,20,8,89,109.3076923076923,29.423076923076923,27.076923076923077,27.846153846153847,24.96153846153846,46.66153846153846,74.00384615384615,36.707692307692305,26.53846153846154,46.30769230769231,15.038461538461538,107.3076923076923,44.599999999999994,72.36923076923078,36.86923076923077,25.846153846153847,44.61538461538461,15.307692307692308,1,1.0,1.0,3.0,1.0,1.0,3.0
390,6781,2019-12-16,DEN,17,8,111,33,34,20,24,46.8,68.4,35.7,27,48,9,1,105.84615384615384,26.26923076923077,25.96153846153846,26.46153846153846,26.0,44.646153846153844,76.31923076923077,33.23461538461538,25.692307692307693,45.88461538461539,13.192307692307692,108.07692307692308,46.45384615384616,73.23076923076924,31.16923076923077,26.923076923076923,46.15384615384615,12.461538461538462,NYK,6,21,105,100.12,23.92,25.6,25.12,25.0,42.232000000000006,67.02,34.736,20.6,45.12,14.76,101.61538461538461,42.184615384615384,68.20769230769231,36.13076923076923,20.46153846153846,45.07692307692308,14.0,1,2.0,2.0,4.0,0.0,1.0,3.0
391,6782,2019-12-16,GSW,5,23,79,18,24,17,20,39.5,72.2,24.0,24,25,20,1,106.61538461538461,25.153846153846153,27.307692307692307,27.076923076923077,25.923076923076923,43.47692307692307,81.79999999999998,33.63846153846154,24.23076923076923,43.34615384615385,13.923076923076923,108.58333333333333,43.949999999999996,81.66666666666667,36.583333333333336,25.75,43.083333333333336,13.583333333333334,SAC,12,14,100,105.04,26.36,26.52,26.08,25.2,44.576,74.77200000000002,33.547999999999995,22.2,41.92,14.08,106.1875,44.71875,74.5875,34.125,23.3125,41.3125,13.625,0,0.0,1.0,1.0,0.0,1.0,3.0
392,6783,2019-12-17,DET,11,16,119,31,30,30,28,47.7,70.6,33.3,29,36,14,1,109.51724137931035,28.896551724137932,27.310344827586206,25.96551724137931,27.17241379310345,46.54137931034483,73.59655172413792,38.68620689655174,24.20689655172414,43.48275862068966,14.689655172413794,112.375,47.93124999999999,73.76249999999999,40.8875,24.25,43.3125,13.9375,WAS,8,17,133,115.875,28.375,30.375,28.291666666666668,28.375,47.183333333333344,79.97083333333333,36.191666666666656,26.875,41.416666666666664,14.166666666666666,114.57142857142857,45.63571428571429,82.10714285714286,34.892857142857146,27.142857142857142,41.214285714285715,13.214285714285714,0,1.0,1.0,2.0,2.0,3.0,5.0
393,6784,2019-12-17,TOR,18,8,133,37,29,38,29,58.4,76.5,50.0,31,41,7,1,110.8,27.4,27.08,29.56,26.16,44.404,80.12,37.312000000000005,24.56,46.0,14.44,114.0,45.20833333333332,80.62500000000001,37.2,25.833333333333332,46.583333333333336,13.75,CLE,6,21,113,103.5,25.46153846153846,24.615384615384617,26.0,26.884615384615383,43.80384615384616,74.52307692307694,33.69615384615385,21.653846153846153,44.26923076923077,14.576923076923077,101.63636363636364,42.227272727272734,76.53636363636363,30.2,20.0,45.0,14.818181818181818,1,1.0,1.0,2.0,1.0,2.0,4.0
394,6785,2019-12-17,HOU,18,9,109,21,32,30,26,40.8,66.7,25.6,20,58,12,1,119.76923076923077,28.73076923076923,31.5,29.807692307692307,29.03846153846154,45.53076923076923,79.32692307692308,34.47692307692308,22.5,47.11538461538461,15.076923076923077,119.23076923076923,45.36923076923077,77.77692307692308,32.76153846153846,23.23076923076923,49.07692307692308,14.076923076923077,SAS,10,16,107,111.12,25.72,27.68,29.12,26.88,45.995999999999995,79.304,34.587999999999994,24.08,45.8,13.4,111.3,46.93,76.24,34.67999999999999,21.7,43.3,12.7,1,0.0,1.0,3.0,1.0,1.0,2.0
395,6786,2019-12-17,MEM,10,17,118,36,37,22,23,48.8,70.0,36.1,28,45,15,1,110.6923076923077,29.076923076923077,26.653846153846153,27.423076923076923,27.0,46.19615384615384,76.80384615384615,35.357692307692304,26.423076923076923,45.53846153846154,15.961538461538462,114.07692307692308,46.80769230769231,75.82307692307691,35.15384615384615,27.0,47.69230769230769,15.923076923076923,MIA,19,8,111,112.75,29.25,28.785714285714285,25.5,25.892857142857142,46.75714285714286,77.06785714285715,37.43928571428571,25.392857142857142,44.964285714285715,15.107142857142858,106.93333333333334,44.88666666666666,75.48000000000002,35.68666666666666,24.2,44.266666666666666,14.333333333333334,1,1.0,1.0,1.0,1.0,1.0,2.0
396,6787,2019-12-17,MIL,24,4,116,22,34,20,40,41.9,70.8,26.8,29,52,8,1,120.92,29.56,30.08,30.56,30.52,49.412,70.91999999999999,36.932,26.44,51.16,14.36,121.78571428571429,50.121428571428574,68.51428571428572,38.692857142857136,28.642857142857142,50.0,13.928571428571429,DAL,18,8,120,117.83333333333333,29.583333333333332,30.333333333333332,29.708333333333332,27.666666666666668,46.27916666666666,75.46666666666665,36.529166666666676,24.083333333333332,47.583333333333336,11.875,121.5,47.275000000000006,73.30833333333334,38.49166666666666,25.0,47.25,10.25,0,2.0,3.0,5.0,0.0,0.0,0.0
397,6788,2019-12-17,OKC,12,14,109,16,33,33,27,50.7,82.1,47.1,21,42,26,1,109.56,26.72,28.16,27.28,26.72,47.483999999999995,78.90400000000001,37.611999999999995,21.8,42.4,13.2,114.08333333333333,49.275000000000006,77.66666666666667,39.45,23.833333333333332,42.25,14.083333333333334,CHI,10,19,106,104.82758620689656,26.448275862068964,25.75862068965517,26.82758620689655,25.517241379310345,43.46206896551724,74.96206896551726,34.36206896551724,23.0,42.724137931034484,14.413793103448276,107.3076923076923,43.89999999999999,75.08461538461539,34.892307692307696,22.53846153846154,40.23076923076923,13.153846153846153,1,1.0,2.0,3.0,1.0,2.0,3.0
398,6789,2019-12-17,PHX,11,15,110,33,34,21,22,45.6,84.2,35.3,31,44,20,1,114.68,28.72,27.28,28.72,28.52,45.992000000000004,80.26399999999998,34.988,27.84,43.36,13.16,116.46666666666667,46.77333333333333,79.81333333333332,35.7,27.666666666666668,43.4,12.933333333333334,POR,11,16,111,113.6,27.6,27.4,29.16,28.12,45.672,82.152,34.972,19.72,46.68,12.8,109.91666666666667,45.51666666666667,79.325,31.183333333333326,19.75,45.416666666666664,12.5,0,0.0,1.0,1.0,2.0,2.0,4.0
399,6790,2019-12-18,CHA,13,17,110,26,27,27,30,48.1,70.4,43.3,26,51,16,1,104.37037037037037,27.666666666666668,26.814814814814813,25.444444444444443,24.11111111111111,43.6037037037037,76.78148148148148,35.15185185185184,23.74074074074074,43.333333333333336,14.962962962962964,106.6,44.36666666666667,75.27333333333333,36.35333333333333,24.866666666666667,42.0,15.666666666666666,SAC,12,15,102,104.84615384615384,26.346153846153847,26.46153846153846,26.153846153846153,25.03846153846154,45.18076923076923,75.26153846153848,34.0076923076923,22.384615384615383,41.76923076923077,14.576923076923077,105.82352941176471,45.63529411764706,75.34705882352942,34.794117647058826,23.529411764705884,41.11764705882353,14.411764705882353,1,1.0,1.0,2.0,0.0,0.0,2.0
400,6791,2019-12-18,IND,19,9,105,24,26,28,27,48.2,65.0,40.0,22,43,12,1,110.5,26.642857142857142,28.571428571428573,27.464285714285715,27.178571428571427,48.34285714285714,80.07857142857144,37.43571428571429,25.642857142857142,42.464285714285715,12.928571428571429,111.92307692307692,47.13846153846154,81.71538461538461,33.64615384615385,24.846153846153847,46.15384615384615,13.307692307692308,LAL,24,4,102,113.33333333333333,29.25925925925926,28.77777777777778,29.11111111111111,25.59259259259259,48.233333333333334,72.83703703703704,35.670370370370364,25.85185185185185,46.0,14.592592592592593,113.27777777777777,48.05555555555556,69.11111111111111,36.205555555555556,24.77777777777778,45.333333333333336,14.166666666666666,1,2.0,2.0,4.0,0.0,0.0,0.0
401,6792,2019-12-18,NYK,7,21,143,41,36,32,34,55.8,77.4,46.4,30,55,11,1,100.3076923076923,23.846153846153847,25.73076923076923,25.423076923076923,24.846153846153847,42.407692307692315,67.90384615384616,34.36153846153846,20.576923076923077,45.19230769230769,14.615384615384615,98.5,42.28333333333334,65.73333333333333,33.225,20.75,45.166666666666664,15.583333333333334,ATL,6,22,120,107.96153846153847,25.23076923076923,27.692307692307693,27.923076923076923,26.346153846153847,45.126923076923084,75.11153846153846,31.600000000000005,23.923076923076923,43.07692307692308,16.807692307692307,110.66666666666667,44.974999999999994,78.33333333333334,33.041666666666664,25.166666666666668,41.0,16.166666666666668,1,0.0,0.0,0.0,2.0,2.0,4.0
